security_code,symbol,exchange,board,listed_company_name,security_name,listing_date,industry,research_status,profile_status,financial_status,profile_retrieved_at_utc,financial_retrieved_at_utc,last_error,next_action
000026,000026.SZ,SZSE,main_board,飞亚达,飞亚达,1993-06-03,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:53+00:00,2026-05-14T10:43:53+00:00,,score_dimensions
000027,000027.SZ,SZSE,main_board,深圳能源,深圳能源,1993-09-03,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:43:53+00:00,2026-05-14T10:43:53+00:00,,score_dimensions
000028,000028.SZ,SZSE,main_board,国药一致,国药一致,1993-08-09,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:53+00:00,2026-05-14T10:43:53+00:00,,score_dimensions
000029,000029.SZ,SZSE,main_board,深深房Ａ,深深房Ａ,1993-09-15,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:43:53+00:00,2026-05-14T10:43:53+00:00,,score_dimensions
000030,000030.SZ,SZSE,main_board,富奥股份,富奥股份,1993-09-29,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:53+00:00,2026-05-14T10:43:53+00:00,,score_dimensions
000031,000031.SZ,SZSE,main_board,大悦城,大悦城,1993-10-08,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:43:53+00:00,2026-05-14T10:43:53+00:00,,score_dimensions
000032,000032.SZ,SZSE,main_board,深桑达Ａ,深桑达Ａ,1993-10-28,E 建筑业,evidence_fetched,fetched,fetched,2026-05-14T10:43:54+00:00,2026-05-14T10:43:54+00:00,,score_dimensions
000034,000034.SZ,SZSE,main_board,神州数码,神州数码,1994-05-09,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:54+00:00,2026-05-14T10:43:54+00:00,,score_dimensions
000035,000035.SZ,SZSE,main_board,中国天楹,中国天楹,1994-04-08,N 公共环保,evidence_fetched,fetched,fetched,2026-05-14T10:43:54+00:00,2026-05-14T10:43:54+00:00,,score_dimensions
000036,000036.SZ,SZSE,main_board,华联控股,华联控股,1994-06-17,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:43:54+00:00,2026-05-14T10:43:54+00:00,,score_dimensions
000037,000037.SZ,SZSE,main_board,深南电A,深南电A,1994-07-01,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:43:54+00:00,2026-05-14T10:43:54+00:00,,score_dimensions
000039,000039.SZ,SZSE,main_board,中集集团,中集集团,1994-04-08,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:55+00:00,2026-05-14T10:43:55+00:00,,score_dimensions
000042,000042.SZ,SZSE,main_board,中洲控股,中洲控股,1994-09-21,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:43:55+00:00,2026-05-14T10:43:55+00:00,,score_dimensions
000045,000045.SZ,SZSE,main_board,深纺织Ａ,深纺织Ａ,1994-08-15,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:55+00:00,2026-05-14T10:43:55+00:00,,score_dimensions
000048,000048.SZ,SZSE,main_board,京基智农,京基智农,1994-11-01,A 农林牧渔,evidence_fetched,fetched,fetched,2026-05-14T10:43:55+00:00,2026-05-14T10:43:55+00:00,,score_dimensions
000049,000049.SZ,SZSE,main_board,德赛电池,德赛电池,1995-03-20,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:55+00:00,2026-05-14T10:43:55+00:00,,score_dimensions
000050,000050.SZ,SZSE,main_board,深天马Ａ,深天马Ａ,1995-03-15,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:55+00:00,2026-05-14T10:43:55+00:00,,score_dimensions
000055,000055.SZ,SZSE,main_board,方大集团,方大集团,1996-04-15,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:56+00:00,2026-05-14T10:43:56+00:00,,score_dimensions
000056,000056.SZ,SZSE,main_board,*ST皇庭,*ST皇庭,1996-07-08,L 商务服务,evidence_fetched,fetched,fetched,2026-05-14T10:43:56+00:00,2026-05-14T10:43:56+00:00,,score_dimensions
000058,000058.SZ,SZSE,main_board,深 赛 格,深 赛 格,1996-12-26,L 商务服务,evidence_fetched,fetched,fetched,2026-05-14T10:43:56+00:00,2026-05-14T10:43:56+00:00,,score_dimensions
000059,000059.SZ,SZSE,main_board,华锦股份,华锦股份,1997-01-30,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:56+00:00,2026-05-14T10:43:56+00:00,,score_dimensions
000060,000060.SZ,SZSE,main_board,中金岭南,中金岭南,1997-01-23,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:56+00:00,2026-05-14T10:43:56+00:00,,score_dimensions
000061,000061.SZ,SZSE,main_board,农 产 品,农 产 品,1997-01-10,L 商务服务,evidence_fetched,fetched,fetched,2026-05-14T10:43:56+00:00,2026-05-14T10:43:56+00:00,,score_dimensions
000062,000062.SZ,SZSE,main_board,深圳华强,深圳华强,1997-01-30,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:57+00:00,2026-05-14T10:43:57+00:00,,score_dimensions
000063,000063.SZ,SZSE,main_board,中兴通讯,中兴通讯,1997-11-18,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:57+00:00,2026-05-14T10:43:57+00:00,,score_dimensions
000065,000065.SZ,SZSE,main_board,北方国际,北方国际,1998-06-05,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:57+00:00,2026-05-14T10:43:57+00:00,,score_dimensions
000066,000066.SZ,SZSE,main_board,中国长城,中国长城,1997-06-26,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:57+00:00,2026-05-14T10:43:57+00:00,,score_dimensions
000068,000068.SZ,SZSE,main_board,华控赛格,华控赛格,1997-06-11,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:57+00:00,2026-05-14T10:43:57+00:00,,score_dimensions
000069,000069.SZ,SZSE,main_board,华侨城Ａ,华侨城Ａ,1997-09-10,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:43:57+00:00,2026-05-14T10:43:57+00:00,,score_dimensions
000070,000070.SZ,SZSE,main_board,特发信息,特发信息,2000-05-11,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:58+00:00,2026-05-14T10:43:58+00:00,,score_dimensions
000078,000078.SZ,SZSE,main_board,ST海王,ST海王,1998-12-18,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:58+00:00,2026-05-14T10:43:58+00:00,,score_dimensions
000088,000088.SZ,SZSE,main_board,盐 田 港,盐 田 港,1997-07-28,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:43:58+00:00,2026-05-14T10:43:58+00:00,,score_dimensions
000089,000089.SZ,SZSE,main_board,深圳机场,深圳机场,1998-04-20,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:43:58+00:00,2026-05-14T10:43:58+00:00,,score_dimensions
000090,000090.SZ,SZSE,main_board,天健集团,天健集团,1999-07-21,E 建筑业,evidence_fetched,fetched,fetched,2026-05-14T10:43:58+00:00,2026-05-14T10:43:58+00:00,,score_dimensions
000096,000096.SZ,SZSE,main_board,广聚能源,广聚能源,2000-07-24,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:58+00:00,2026-05-14T10:43:58+00:00,,score_dimensions
000099,000099.SZ,SZSE,main_board,中信海直,中信海直,2000-07-31,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:43:58+00:00,2026-05-14T10:43:58+00:00,,score_dimensions
000100,000100.SZ,SZSE,main_board,TCL科技,TCL科技,2004-01-30,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:59+00:00,2026-05-14T10:43:59+00:00,,score_dimensions
000151,000151.SZ,SZSE,main_board,中成股份,中成股份,2000-09-06,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:43:59+00:00,2026-05-14T10:43:59+00:00,,score_dimensions
000153,000153.SZ,SZSE,main_board,丰原药业,丰原药业,2000-09-20,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:43:59+00:00,2026-05-14T10:43:59+00:00,,score_dimensions
000155,000155.SZ,SZSE,main_board,川能动力,川能动力,2000-09-26,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:43:59+00:00,2026-05-14T10:43:59+00:00,,score_dimensions
000156,000156.SZ,SZSE,main_board,华数传媒,华数传媒,2000-09-06,I 信息技术,evidence_fetched,fetched,fetched,2026-05-14T10:44:00+00:00,2026-05-14T10:44:00+00:00,,score_dimensions
000157,000157.SZ,SZSE,main_board,中联重科,中联重科,2000-10-12,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:00+00:00,2026-05-14T10:44:00+00:00,,score_dimensions
000158,000158.SZ,SZSE,main_board,常山北明,常山北明,2000-07-24,I 信息技术,evidence_fetched,fetched,fetched,2026-05-14T10:44:00+00:00,2026-05-14T10:44:00+00:00,,score_dimensions
000159,000159.SZ,SZSE,main_board,国际实业,国际实业,2000-09-26,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:44:00+00:00,2026-05-14T10:44:00+00:00,,score_dimensions
000166,000166.SZ,SZSE,main_board,申万宏源,申万宏源,2015-01-26,J 金融业,evidence_fetched,fetched,fetched,2026-05-14T10:44:00+00:00,2026-05-14T10:44:00+00:00,,score_dimensions
000301,000301.SZ,SZSE,main_board,东方盛虹,东方盛虹,2000-05-29,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:00+00:00,2026-05-14T10:44:00+00:00,,score_dimensions
000333,000333.SZ,SZSE,main_board,美的集团,美的集团,2013-09-18,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:00+00:00,2026-05-14T10:44:00+00:00,,score_dimensions
000338,000338.SZ,SZSE,main_board,潍柴动力,潍柴动力,2007-04-30,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:01+00:00,2026-05-14T10:44:01+00:00,,score_dimensions
000400,000400.SZ,SZSE,main_board,许继电气,许继电气,1997-04-18,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:01+00:00,2026-05-14T10:44:01+00:00,,score_dimensions
000401,000401.SZ,SZSE,main_board,金隅冀东,金隅冀东,1996-06-14,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:01+00:00,2026-05-14T10:44:01+00:00,,score_dimensions
000402,000402.SZ,SZSE,main_board,金 融 街,金 融 街,1996-06-26,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:44:01+00:00,2026-05-14T10:44:01+00:00,,score_dimensions
000403,000403.SZ,SZSE,main_board,派林生物,派林生物,1996-06-28,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:01+00:00,2026-05-14T10:44:01+00:00,,score_dimensions
000404,000404.SZ,SZSE,main_board,长虹华意,长虹华意,1996-06-19,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:01+00:00,2026-05-14T10:44:01+00:00,,score_dimensions
000407,000407.SZ,SZSE,main_board,胜利股份,胜利股份,1996-07-03,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:44:02+00:00,2026-05-14T10:44:02+00:00,,score_dimensions
000408,000408.SZ,SZSE,main_board,藏格矿业,藏格矿业,1996-06-28,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:02+00:00,2026-05-14T10:44:02+00:00,,score_dimensions
000409,000409.SZ,SZSE,main_board,云鼎科技,云鼎科技,1996-06-27,I 信息技术,evidence_fetched,fetched,fetched,2026-05-14T10:44:02+00:00,2026-05-14T10:44:02+00:00,,score_dimensions
000410,000410.SZ,SZSE,main_board,沈阳机床,沈阳机床,1996-07-18,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:02+00:00,2026-05-14T10:44:02+00:00,,score_dimensions
000411,000411.SZ,SZSE,main_board,英特集团,英特集团,1996-07-16,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:44:02+00:00,2026-05-14T10:44:02+00:00,,score_dimensions
000415,000415.SZ,SZSE,main_board,渤海租赁,渤海租赁,1996-07-16,L 商务服务,evidence_fetched,fetched,fetched,2026-05-14T10:44:03+00:00,2026-05-14T10:44:03+00:00,,score_dimensions
000417,000417.SZ,SZSE,main_board,合百集团,合百集团,1996-08-12,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:44:03+00:00,2026-05-14T10:44:03+00:00,,score_dimensions
000419,000419.SZ,SZSE,main_board,通程控股,通程控股,1996-08-16,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:44:03+00:00,2026-05-14T10:44:03+00:00,,score_dimensions
000420,000420.SZ,SZSE,main_board,吉林化纤,吉林化纤,1996-08-02,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:03+00:00,2026-05-14T10:44:03+00:00,,score_dimensions
000421,000421.SZ,SZSE,main_board,南京公用,南京公用,1996-08-06,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:44:04+00:00,2026-05-14T10:44:04+00:00,,score_dimensions
000422,000422.SZ,SZSE,main_board,湖北宜化,湖北宜化,1996-08-15,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:04+00:00,2026-05-14T10:44:04+00:00,,score_dimensions
000423,000423.SZ,SZSE,main_board,东阿阿胶,东阿阿胶,1996-07-29,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:04+00:00,2026-05-14T10:44:04+00:00,,score_dimensions
000425,000425.SZ,SZSE,main_board,徐工机械,徐工机械,1996-08-28,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:04+00:00,2026-05-14T10:44:04+00:00,,score_dimensions
000426,000426.SZ,SZSE,main_board,兴业银锡,兴业银锡,1996-08-28,B 采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:44:04+00:00,2026-05-14T10:44:04+00:00,,score_dimensions
000428,000428.SZ,SZSE,main_board,华天酒店,华天酒店,1996-08-08,H 住宿餐饮,evidence_fetched,fetched,fetched,2026-05-14T10:44:04+00:00,2026-05-14T10:44:04+00:00,,score_dimensions
000429,000429.SZ,SZSE,main_board,粤高速Ａ,粤高速Ａ,1998-02-20,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:44:04+00:00,2026-05-14T10:44:04+00:00,,score_dimensions
000430,000430.SZ,SZSE,main_board,ST张家界,ST张家界,1996-08-29,N 公共环保,evidence_fetched,fetched,fetched,2026-05-14T10:44:05+00:00,2026-05-14T10:44:05+00:00,,score_dimensions
000488,000488.SZ,SZSE,main_board,ST晨鸣,ST晨鸣,2000-11-20,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:05+00:00,2026-05-14T10:44:05+00:00,,score_dimensions
000498,000498.SZ,SZSE,main_board,山东路桥,山东路桥,1997-06-09,E 建筑业,evidence_fetched,fetched,fetched,2026-05-14T10:44:05+00:00,2026-05-14T10:44:05+00:00,,score_dimensions
000501,000501.SZ,SZSE,main_board,武商集团,武商集团,1992-11-20,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:44:05+00:00,2026-05-14T10:44:05+00:00,,score_dimensions
000503,000503.SZ,SZSE,main_board,国新健康,国新健康,1992-11-30,I 信息技术,evidence_fetched,fetched,fetched,2026-05-14T10:44:05+00:00,2026-05-14T10:44:05+00:00,,score_dimensions
000504,000504.SZ,SZSE,main_board,*ST生物,*ST生物,1992-12-08,M 科研服务,evidence_fetched,fetched,fetched,2026-05-14T10:44:05+00:00,2026-05-14T10:44:05+00:00,,score_dimensions
000505,000505.SZ,SZSE,main_board,京粮控股,京粮控股,1992-12-21,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:06+00:00,2026-05-14T10:44:06+00:00,,score_dimensions
000506,000506.SZ,SZSE,main_board,招金黄金,招金黄金,1993-03-12,B 采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:44:06+00:00,2026-05-14T10:44:06+00:00,,score_dimensions
000507,000507.SZ,SZSE,main_board,珠海港,珠海港,1993-03-26,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:44:06+00:00,2026-05-14T10:44:06+00:00,,score_dimensions
000509,000509.SZ,SZSE,main_board,华塑控股,华塑控股,1993-05-07,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:07+00:00,2026-05-14T10:44:07+00:00,,score_dimensions
000510,000510.SZ,SZSE,main_board,新金路,新金路,1993-05-07,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:07+00:00,2026-05-14T10:44:07+00:00,,score_dimensions
000513,000513.SZ,SZSE,main_board,丽珠集团,丽珠集团,1993-10-28,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:07+00:00,2026-05-14T10:44:07+00:00,,score_dimensions
000514,000514.SZ,SZSE,main_board,渝 开 发,渝 开 发,1993-07-12,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:44:07+00:00,2026-05-14T10:44:07+00:00,,score_dimensions
000516,000516.SZ,SZSE,main_board,国际医学,国际医学,1993-08-09,Q 卫生,evidence_fetched,fetched,fetched,2026-05-14T10:44:07+00:00,2026-05-14T10:44:07+00:00,,score_dimensions
000517,000517.SZ,SZSE,main_board,荣安地产,荣安地产,1993-08-06,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:44:07+00:00,2026-05-14T10:44:07+00:00,,score_dimensions
000518,000518.SZ,SZSE,main_board,*ST四环,*ST四环,1993-09-08,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:07+00:00,2026-05-14T10:44:07+00:00,,score_dimensions
000519,000519.SZ,SZSE,main_board,中兵红箭,中兵红箭,1993-10-08,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:08+00:00,2026-05-14T10:44:08+00:00,,score_dimensions
000520,000520.SZ,SZSE,main_board,凤凰航运,凤凰航运,1993-10-25,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:44:08+00:00,2026-05-14T10:44:08+00:00,,score_dimensions
000521,000521.SZ,SZSE,main_board,长虹美菱,长虹美菱,1993-10-18,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:08+00:00,2026-05-14T10:44:08+00:00,,score_dimensions
000523,000523.SZ,SZSE,main_board,红棉股份,红棉股份,1993-11-08,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:08+00:00,2026-05-14T10:44:08+00:00,,score_dimensions
000524,000524.SZ,SZSE,main_board,岭南控股,岭南控股,1993-11-18,L 商务服务,evidence_fetched,fetched,fetched,2026-05-14T10:44:08+00:00,2026-05-14T10:44:08+00:00,,score_dimensions
000525,000525.SZ,SZSE,main_board,红太阳,红太阳,1993-10-28,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:08+00:00,2026-05-14T10:44:08+00:00,,score_dimensions
000526,000526.SZ,SZSE,main_board,学大教育,学大教育,1993-11-01,P 教育,evidence_fetched,fetched,fetched,2026-05-14T10:44:08+00:00,2026-05-14T10:44:08+00:00,,score_dimensions
000528,000528.SZ,SZSE,main_board,柳    工,柳    工,1993-11-18,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:09+00:00,2026-05-14T10:44:09+00:00,,score_dimensions
000529,000529.SZ,SZSE,main_board,广弘控股,广弘控股,1993-11-18,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:09+00:00,2026-05-14T10:44:09+00:00,,score_dimensions
000530,000530.SZ,SZSE,main_board,冰山冷热,冰山冷热,1993-12-08,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:09+00:00,2026-05-14T10:44:09+00:00,,score_dimensions
000531,000531.SZ,SZSE,main_board,穗恒运Ａ,穗恒运Ａ,1994-01-06,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:44:09+00:00,2026-05-14T10:44:09+00:00,,score_dimensions
000532,000532.SZ,SZSE,main_board,华金资本,华金资本,1994-01-03,S 综合,evidence_fetched,fetched,fetched,2026-05-14T10:44:09+00:00,2026-05-14T10:44:09+00:00,,score_dimensions
000533,000533.SZ,SZSE,main_board,顺钠股份,顺钠股份,1994-01-03,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:09+00:00,2026-05-14T10:44:09+00:00,,score_dimensions
000534,000534.SZ,SZSE,main_board,万泽股份,万泽股份,1994-01-10,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:09+00:00,2026-05-14T10:44:09+00:00,,score_dimensions
000536,000536.SZ,SZSE,main_board,华映科技,华映科技,1993-11-26,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:10+00:00,2026-05-14T10:44:10+00:00,,score_dimensions
000537,000537.SZ,SZSE,main_board,绿发电力,绿发电力,1993-12-10,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:44:10+00:00,2026-05-14T10:44:10+00:00,,score_dimensions
000538,000538.SZ,SZSE,main_board,云南白药,云南白药,1993-12-15,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:10+00:00,2026-05-14T10:44:10+00:00,,score_dimensions
000539,000539.SZ,SZSE,main_board,粤电力Ａ,粤电力Ａ,1993-11-26,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:44:11+00:00,2026-05-14T10:44:11+00:00,,score_dimensions
000541,000541.SZ,SZSE,main_board,佛山照明,佛山照明,1993-11-23,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:11+00:00,2026-05-14T10:44:11+00:00,,score_dimensions
000543,000543.SZ,SZSE,main_board,皖能电力,皖能电力,1993-12-20,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:44:11+00:00,2026-05-14T10:44:11+00:00,,score_dimensions
000544,000544.SZ,SZSE,main_board,中原环保,中原环保,1993-12-08,D 水电煤气,evidence_fetched,fetched,fetched,2026-05-14T10:44:11+00:00,2026-05-14T10:44:11+00:00,,score_dimensions
000545,000545.SZ,SZSE,main_board,金浦钛业,金浦钛业,1993-12-15,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:11+00:00,2026-05-14T10:44:11+00:00,,score_dimensions
000546,000546.SZ,SZSE,main_board,金圆股份,金圆股份,1993-12-15,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:11+00:00,2026-05-14T10:44:11+00:00,,score_dimensions
000547,000547.SZ,SZSE,main_board,航天发展,航天发展,1993-11-30,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:11+00:00,2026-05-14T10:44:11+00:00,,score_dimensions
000548,000548.SZ,SZSE,main_board,湖南投资,湖南投资,1993-12-20,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:44:11+00:00,2026-05-14T10:44:11+00:00,,score_dimensions
000550,000550.SZ,SZSE,main_board,江铃汽车,江铃汽车,1993-12-01,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:12+00:00,2026-05-14T10:44:12+00:00,,score_dimensions
000551,000551.SZ,SZSE,main_board,创元科技,创元科技,1994-01-06,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:12+00:00,2026-05-14T10:44:12+00:00,,score_dimensions
000552,000552.SZ,SZSE,main_board,甘肃能化,甘肃能化,1994-01-06,B 采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:44:12+00:00,2026-05-14T10:44:12+00:00,,score_dimensions
000553,000553.SZ,SZSE,main_board,安道麦A,安道麦A,1993-12-03,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:12+00:00,2026-05-14T10:44:12+00:00,,score_dimensions
000554,000554.SZ,SZSE,main_board,泰山石油,泰山石油,1993-12-15,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:44:13+00:00,2026-05-14T10:44:13+00:00,,score_dimensions
000555,000555.SZ,SZSE,main_board,神州信息,神州信息,1994-04-08,I 信息技术,evidence_fetched,fetched,fetched,2026-05-14T10:44:13+00:00,2026-05-14T10:44:13+00:00,,score_dimensions
000557,000557.SZ,SZSE,main_board,西部创业,西部创业,1994-06-17,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:44:13+00:00,2026-05-14T10:44:13+00:00,,score_dimensions
000558,000558.SZ,SZSE,main_board,天府文旅,天府文旅,1994-05-09,N 公共环保,evidence_fetched,fetched,fetched,2026-05-14T10:44:13+00:00,2026-05-14T10:44:13+00:00,,score_dimensions
000559,000559.SZ,SZSE,main_board,万向钱潮,万向钱潮,1994-01-10,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:13+00:00,2026-05-14T10:44:13+00:00,,score_dimensions
000560,000560.SZ,SZSE,main_board,我爱我家,我爱我家,1994-02-02,K 房地产,evidence_fetched,fetched,fetched,2026-05-14T10:44:13+00:00,2026-05-14T10:44:13+00:00,,score_dimensions
000561,000561.SZ,SZSE,main_board,烽火电子,烽火电子,1994-05-09,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:14+00:00,2026-05-14T10:44:14+00:00,,score_dimensions
000563,000563.SZ,SZSE,main_board,陕国投Ａ,陕国投Ａ,1994-01-10,J 金融业,evidence_fetched,fetched,fetched,2026-05-14T10:44:14+00:00,2026-05-14T10:44:14+00:00,,score_dimensions
000564,000564.SZ,SZSE,main_board,供销大集,供销大集,1994-01-10,F 批发零售,evidence_fetched,fetched,fetched,2026-05-14T10:44:14+00:00,2026-05-14T10:44:14+00:00,,score_dimensions
000565,000565.SZ,SZSE,main_board,渝三峡Ａ,渝三峡Ａ,1994-04-08,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:14+00:00,2026-05-14T10:44:14+00:00,,score_dimensions
000566,000566.SZ,SZSE,main_board,海南海药,海南海药,1994-05-25,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:14+00:00,2026-05-14T10:44:14+00:00,,score_dimensions
000567,000567.SZ,SZSE,main_board,海德股份,海德股份,1994-05-25,J 金融业,evidence_fetched,fetched,fetched,2026-05-14T10:44:14+00:00,2026-05-14T10:44:14+00:00,,score_dimensions
000568,000568.SZ,SZSE,main_board,泸州老窖,泸州老窖,1994-05-09,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:15+00:00,2026-05-14T10:44:15+00:00,,score_dimensions
000570,000570.SZ,SZSE,main_board,苏常柴Ａ,苏常柴Ａ,1994-07-01,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:15+00:00,2026-05-14T10:44:15+00:00,,score_dimensions
000571,000571.SZ,SZSE,main_board,新大洲A,新大洲A,1994-05-25,B 采矿业,evidence_fetched,fetched,fetched,2026-05-14T10:44:15+00:00,2026-05-14T10:44:15+00:00,,score_dimensions
000572,000572.SZ,SZSE,main_board,海马汽车,海马汽车,1994-08-08,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:15+00:00,2026-05-14T10:44:15+00:00,,score_dimensions
000573,000573.SZ,SZSE,main_board,粤宏远Ａ,粤宏远Ａ,1994-08-15,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:15+00:00,2026-05-14T10:44:15+00:00,,score_dimensions
000576,000576.SZ,SZSE,main_board,甘化科工,甘化科工,1994-09-07,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:16+00:00,2026-05-14T10:44:16+00:00,,score_dimensions
000581,000581.SZ,SZSE,main_board,威孚高科,威孚高科,1998-09-24,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:16+00:00,2026-05-14T10:44:16+00:00,,score_dimensions
000582,000582.SZ,SZSE,main_board,北部湾港,北部湾港,1995-11-02,G 运输仓储,evidence_fetched,fetched,fetched,2026-05-14T10:44:16+00:00,2026-05-14T10:44:16+00:00,,score_dimensions
000586,000586.SZ,SZSE,main_board,汇源通信,汇源通信,1995-12-20,C 制造业,evidence_fetched,fetched,fetched,2026-05-14T10:44:16+00:00,2026-05-14T10:44:16+00:00,,score_dimensions
