queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
966,A_SHARE,A股,A_SHARE:邦彦技术股份有限公司,688132,邦彦技术,邦彦技术股份有限公司,65.14,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
967,A_SHARE,A股,A_SHARE:山东威高骨科材料股份有限公司,688161,威高骨科,山东威高骨科材料股份有限公司,65.14,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
968,A_SHARE,A股,A_SHARE:华数传媒,000156,华数传媒,华数传媒,65.13,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
969,A_SHARE,A股,A_SHARE:国民技术,300077,国民技术,国民技术,65.13,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
970,A_SHARE,A股,A_SHARE:深圳市杰普特光电股份有限公司,688025,杰普特,深圳市杰普特光电股份有限公司,65.12,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
971,A_SHARE,A股,A_SHARE:拓日新能,002218,拓日新能,拓日新能,65.11,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
972,A_SHARE,A股,A_SHARE:比音勒芬,002832,比音勒芬,比音勒芬,65.11,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
973,A_SHARE,A股,A_SHARE:金龙羽,002882,金龙羽,金龙羽,65.11,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
974,A_SHARE,A股,A_SHARE:苏州世华新材料科技股份有限公司,688093,世华科技,苏州世华新材料科技股份有限公司,65.11,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
975,A_SHARE,A股,A_SHARE:贵州燃气集团股份有限公司,600903,贵州燃气,贵州燃气集团股份有限公司,65.10,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
976,A_SHARE,A股,A_SHARE:云赛智联股份有限公司,600602,云赛智联,云赛智联股份有限公司,65.09,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
977,A_SHARE,A股,A_SHARE:上海锦江在线网络服务股份有限公司,600650,锦江在线,上海锦江在线网络服务股份有限公司,65.09,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
978,A_SHARE,A股,A_SHARE:云鼎科技,000409,云鼎科技,云鼎科技,65.08,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
979,A_SHARE,A股,A_SHARE:恒通物流股份有限公司,603223,恒通股份,恒通物流股份有限公司,65.08,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
980,A_SHARE,A股,A_SHARE:朗新科技,300682,朗新科技,朗新科技,65.07,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
981,A_SHARE,A股,A_SHARE:四川川投能源股份有限公司,600674,川投能源,四川川投能源股份有限公司,65.07,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
982,A_SHARE,A股,A_SHARE:四川成渝高速公路股份有限公司,601107,四川成渝,四川成渝高速公路股份有限公司,65.07,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
983,A_SHARE,A股,A_SHARE:亿帆医药,002019,亿帆医药,亿帆医药,65.06,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
984,A_SHARE,A股,A_SHARE:九强生物,300406,九强生物,九强生物,65.06,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
985,A_SHARE,A股,A_SHARE:宁波杉杉股份有限公司,600884,杉杉股份,宁波杉杉股份有限公司,65.06,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
986,A_SHARE,A股,A_SHARE:重庆水务集团股份有限公司,601158,重庆水务,重庆水务集团股份有限公司,65.06,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
987,A_SHARE,A股,A_SHARE:成都苑东生物制药股份有限公司,688513,苑东生物,成都苑东生物制药股份有限公司,65.06,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
988,A_SHARE,A股,A_SHARE:四川大西洋焊接材料股份有限公司,600558,大西洋,四川大西洋焊接材料股份有限公司,65.05,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
989,A_SHARE,A股,A_SHARE:泛微网络科技股份有限公司,603039,泛微网络,泛微网络科技股份有限公司,65.05,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
990,A_SHARE,A股,A_SHARE:中船(邯郸)派瑞特种气体股份有限公司,688146,中船特气,中船(邯郸)派瑞特种气体股份有限公司,65.05,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
991,A_SHARE,A股,A_SHARE:长盈精密,300115,长盈精密,长盈精密,65.04,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
992,A_SHARE,A股,A_SHARE:广东博力威科技股份有限公司,688345,XD博力威,广东博力威科技股份有限公司,65.04,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
993,A_SHARE,A股,A_SHARE:黑芝麻,000716,黑芝麻,黑芝麻,65.03,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
994,A_SHARE,A股,A_SHARE:山东威高血液净化制品股份有限公司,603014,威高血净,山东威高血液净化制品股份有限公司,65.03,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
995,A_SHARE,A股,A_SHARE:国货航,001391,国货航,国货航,65.02,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
996,A_SHARE,A股,A_SHARE:上海新阳,300236,上海新阳,上海新阳,65.01,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
997,A_SHARE,A股,A_SHARE:蘅东光,920045,蘅东光,蘅东光,65.00,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
998,A_SHARE,A股,A_SHARE:久远银海,002777,久远银海,久远银海,64.99,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
999,A_SHARE,A股,A_SHARE:飞凯材料,300398,飞凯材料,飞凯材料,64.99,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1000,A_SHARE,A股,A_SHARE:ST亚光,300123,ST亚光,ST亚光,64.97,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1001,A_SHARE,A股,A_SHARE:欣旺达,300207,欣旺达,欣旺达,64.96,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1002,A_SHARE,A股,A_SHARE:中国医药健康产业股份有限公司,600056,中国医药,中国医药健康产业股份有限公司,64.96,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1003,A_SHARE,A股,A_SHARE:星网锐捷,002396,星网锐捷,星网锐捷,64.95,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1004,A_SHARE,A股,A_SHARE:内蒙古蒙电华能热电股份有限公司,600863,华能蒙电,内蒙古蒙电华能热电股份有限公司,64.95,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1005,A_SHARE,A股,A_SHARE:秦川机床,000837,秦川机床,秦川机床,64.94,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1006,A_SHARE,A股,A_SHARE:新北洋,002376,新北洋,新北洋,64.94,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1007,A_SHARE,A股,A_SHARE:圣阳股份,002580,圣阳股份,圣阳股份,64.93,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1008,A_SHARE,A股,A_SHARE:震裕科技,300953,震裕科技,震裕科技,64.93,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1009,A_SHARE,A股,A_SHARE:百普赛斯,301080,百普赛斯,百普赛斯,64.93,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1010,A_SHARE,A股,A_SHARE:快可电子,301278,快可电子,快可电子,64.93,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1011,A_SHARE,A股,A_SHARE:北京福元医药股份有限公司,601089,福元医药,北京福元医药股份有限公司,64.93,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1012,A_SHARE,A股,A_SHARE:金字火腿,002515,金字火腿,金字火腿,64.92,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1013,A_SHARE,A股,A_SHARE:中电科数字技术股份有限公司,600850,电科数字,中电科数字技术股份有限公司,64.92,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1014,A_SHARE,A股,A_SHARE:万泽股份,000534,万泽股份,万泽股份,64.91,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1015,A_SHARE,A股,A_SHARE:江苏神通,002438,江苏神通,江苏神通,64.91,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1016,A_SHARE,A股,A_SHARE:通策医疗股份有限公司,600763,通策医疗,通策医疗股份有限公司,64.91,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1017,A_SHARE,A股,A_SHARE:乐鑫信息科技(上海)股份有限公司,688018,乐鑫科技,乐鑫信息科技(上海)股份有限公司,64.91,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1018,A_SHARE,A股,A_SHARE:广发证券,000776,广发证券,广发证券,64.89,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1019,A_SHARE,A股,A_SHARE:太阳纸业,002078,太阳纸业,太阳纸业,64.89,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1020,A_SHARE,A股,A_SHARE:江苏中天科技股份有限公司,600522,中天科技,江苏中天科技股份有限公司,64.89,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1021,A_SHARE,A股,A_SHARE:新 华 都,002264,新 华 都,新 华 都,64.88,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1022,A_SHARE,A股,A_SHARE:九安医疗,002432,九安医疗,九安医疗,64.88,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1023,A_SHARE,A股,A_SHARE:税友软件集团股份有限公司,603171,税友股份,税友软件集团股份有限公司,64.88,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1024,A_SHARE,A股,A_SHARE:南京晶升装备股份有限公司,688478,晶升股份,南京晶升装备股份有限公司,64.87,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1025,A_SHARE,A股,A_SHARE:辽宁成大生物股份有限公司,688739,成大生物,辽宁成大生物股份有限公司,64.87,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1026,A_SHARE,A股,A_SHARE:上海盛剑科技股份有限公司,603324,盛剑科技,上海盛剑科技股份有限公司,64.86,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1027,A_SHARE,A股,A_SHARE:*ST宇顺,002289,*ST宇顺,*ST宇顺,64.85,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1028,A_SHARE,A股,A_SHARE:聚光科技,300203,聚光科技,聚光科技,64.85,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1029,A_SHARE,A股,A_SHARE:中建环能,300425,中建环能,中建环能,64.85,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1030,A_SHARE,A股,A_SHARE:中国工商银行股份有限公司,601398,工商银行,中国工商银行股份有限公司,64.85,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1031,A_SHARE,A股,A_SHARE:奥特佳,002239,奥特佳,奥特佳,64.84,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1032,A_SHARE,A股,A_SHARE:地铁设计,003013,地铁设计,地铁设计,64.84,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1033,A_SHARE,A股,A_SHARE:金杯汽车股份有限公司,600609,金杯汽车,金杯汽车股份有限公司,64.83,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1034,A_SHARE,A股,A_SHARE:国邦医药集团股份有限公司,605507,国邦医药,国邦医药集团股份有限公司,64.83,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1035,A_SHARE,A股,A_SHARE:领益智造,002600,领益智造,领益智造,64.82,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1036,A_SHARE,A股,A_SHARE:ST长方,300301,ST长方,ST长方,64.82,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
1037,A_SHARE,A股,A_SHARE:上海莱士,002252,上海莱士,上海莱士,64.81,borderline,borderline,,4,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
