queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
2917,A_SHARE,A股,A_SHARE:茂硕电源,002660,茂硕电源,茂硕电源,66.45,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2918,A_SHARE,A股,A_SHARE:倍杰特,300774,倍杰特,倍杰特,66.45,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2919,A_SHARE,A股,A_SHARE:安徽容知日新科技股份有限公司,688768,容知日新,安徽容知日新科技股份有限公司,66.45,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2920,USA,美股,USA:882835,ROP,"Roper Technologies, Inc. - Common Stock","Roper Technologies, Inc. - Common Stock",66.45,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2921,USA,美股,USA:97216,TEX,Terex Corporation Common Stock,Terex Corporation Common Stock,66.45,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2922,A_SHARE,A股,A_SHARE:电连技术,300679,电连技术,电连技术,66.44,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2923,USA,美股,USA:1785530,HOWL,"Werewolf Therapeutics, Inc. - Common Stock","Werewolf Therapeutics, Inc. - Common Stock",66.44,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2924,A_SHARE,A股,A_SHARE:爱威科技股份有限公司,688067,爱威科技,爱威科技股份有限公司,66.43,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2925,HONG_KONG,港股,HONG_KONG:KYG3164W1087,02030,CABBEEN,CABBEEN,66.43,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2926,USA,美股,USA:1786286,DPRO,Draganfly Inc. - Common Shares,Draganfly Inc. - Common Shares,66.43,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2927,USA,美股,USA:736012,INTZ,Intrusion Inc. - Common Stock,Intrusion Inc. - Common Stock,66.43,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2928,USA,美股,USA:1367083,SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock","Sonoma Pharmaceuticals, Inc. - Common Stock",66.43,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2929,A_SHARE,A股,A_SHARE:北京佰仁医疗科技股份有限公司,688198,佰仁医疗,北京佰仁医疗科技股份有限公司,66.42,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2930,HONG_KONG,港股,HONG_KONG:HK0000179108,02638,HKELECTRIC-SS,HKELECTRIC-SS,66.42,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2931,USA,美股,USA:1716947,ENSC,"Ensysce Biosciences, Inc. - Common Stock","Ensysce Biosciences, Inc. - Common Stock",66.42,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2932,USA,美股,USA:1878313,MAIA,"MAIA Biotechnology, Inc. Common Stock","MAIA Biotechnology, Inc. Common Stock",66.42,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2933,USA,美股,USA:1676047,NTRB,Nutriband Inc. - Common Stock,Nutriband Inc. - Common Stock,66.42,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2934,A_SHARE,A股,A_SHARE:广州方邦电子股份有限公司,688020,方邦股份,广州方邦电子股份有限公司,66.41,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2935,HONG_KONG,港股,HONG_KONG:HK0001163432,00245,CHINA VERED FIN,CHINA VERED FIN,66.41,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2936,HONG_KONG,港股,HONG_KONG:KYG693781000,00574,PASHUN INT'L,PASHUN INT'L,66.41,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2937,USA,美股,USA:1841387,CADL,"Candel Therapeutics, Inc. - Common Stock","Candel Therapeutics, Inc. - Common Stock",66.41,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2938,A_SHARE,A股,A_SHARE:金杯电工,002533,金杯电工,金杯电工,66.40,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2939,A_SHARE,A股,A_SHARE:巨人网络,002558,巨人网络,巨人网络,66.40,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2940,A_SHARE,A股,A_SHARE:上海洗霸科技股份有限公司,603200,上海洗霸,上海洗霸科技股份有限公司,66.40,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2941,HONG_KONG,港股,HONG_KONG:KYG2181S1084,01406,CLARITY MEDICAL,CLARITY MEDICAL,66.40,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2942,USA,美股,USA:708821,PAR,PAR Technology Corporation Common Stock,PAR Technology Corporation Common Stock,66.40,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2943,A_SHARE,A股,A_SHARE:东方航空物流股份有限公司,601156,东航物流,东方航空物流股份有限公司,66.39,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2944,A_SHARE,A股,A_SHARE:大参林医药集团股份有限公司,603233,大参林,大参林医药集团股份有限公司,66.39,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2945,USA,美股,USA:1333822,LEDS,SemiLEDS Corporation - Common Stock,SemiLEDS Corporation - Common Stock,66.39,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2946,USA,美股,USA:1575793,WATT,Energous Corporation - Common Stock,Energous Corporation - Common Stock,66.39,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2947,A_SHARE,A股,A_SHARE:吉大正元,003029,吉大正元,吉大正元,66.38,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2948,A_SHARE,A股,A_SHARE:大秦铁路股份有限公司,601006,大秦铁路,大秦铁路股份有限公司,66.38,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2949,USA,美股,USA:886744,GERN,Geron Corporation - Common Stock,Geron Corporation - Common Stock,66.38,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2950,USA,美股,USA:1517681,PPCB,"Propanc Biopharma, Inc. - Common Stock","Propanc Biopharma, Inc. - Common Stock",66.38,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2951,USA,美股,USA:1479615,SLN,Silence Therapeutics Plc - American Depository Share,Silence Therapeutics Plc - American Depository Share,66.38,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2952,A_SHARE,A股,A_SHARE:盾安环境,002011,盾安环境,盾安环境,66.37,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2953,A_SHARE,A股,A_SHARE:中微半导体设备(上海)股份有限公司,688012,中微公司,中微半导体设备(上海)股份有限公司,66.37,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2954,USA,美股,USA:1702123,CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,Cardiol Therapeutics Inc. - Class A Common Shares,66.37,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2955,USA,美股,USA:1004315,NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares","National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",66.37,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2956,A_SHARE,A股,A_SHARE:大唐国际发电股份有限公司,601991,大唐发电,大唐国际发电股份有限公司,66.35,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2957,HONG_KONG,港股,HONG_KONG:BMG9427H1354,01013,WAI CHUN GROUP,WAI CHUN GROUP,66.34,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2958,HONG_KONG,港股,HONG_KONG:CNE100007B68,01641,HX COLDCHAIN,HX COLDCHAIN,66.34,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2959,USA,美股,USA:1434647,ZVRA,"Zevra Therapeutics, Inc.  - Common Stock","Zevra Therapeutics, Inc.  - Common Stock",66.34,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2960,A_SHARE,A股,A_SHARE:合众思壮,002383,合众思壮,合众思壮,66.33,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2961,USA,美股,USA:1935172,AIXI,XIAO-I Corporation - American Depositary Shares,XIAO-I Corporation - American Depositary Shares,66.33,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2962,A_SHARE,A股,A_SHARE:北京天坛生物制品股份有限公司,600161,天坛生物,北京天坛生物制品股份有限公司,66.32,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2963,HONG_KONG,港股,HONG_KONG:KYG781631059,00631,SANY INT'L,SANY INT'L,66.32,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2964,USA,美股,USA:1972074,LNKS,Linkers Industries Limited - Class A Ordinary Shares,Linkers Industries Limited - Class A Ordinary Shares,66.32,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2965,A_SHARE,A股,A_SHARE:江苏宁沪高速公路股份有限公司,600377,宁沪高速,江苏宁沪高速公路股份有限公司,66.31,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2966,A_SHARE,A股,A_SHARE:上海友升铝业股份有限公司,603418,友升股份,上海友升铝业股份有限公司,66.31,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2967,USA,美股,USA:855683,MLSS,"Milestone Scientific, Inc. Common Stock","Milestone Scientific, Inc. Common Stock",66.31,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2968,A_SHARE,A股,A_SHARE:华润三九,000999,华润三九,华润三九,66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2969,A_SHARE,A股,A_SHARE:爱克股份,300889,爱克股份,爱克股份,66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2970,A_SHARE,A股,A_SHARE:杭州福斯达深冷装备股份有限公司,603173,福斯达,杭州福斯达深冷装备股份有限公司,66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2971,A_SHARE,A股,A_SHARE:奥锐特药业股份有限公司,605116,奥锐特,奥锐特药业股份有限公司,66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2972,HONG_KONG,港股,HONG_KONG:KYG940441077,02003,VCREDIT,VCREDIT,66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2973,HONG_KONG,港股,HONG_KONG:KYG1736B1077,06090,BUTONG GROUP,BUTONG GROUP,66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2974,USA,美股,USA:797542,QXL,Quantum X Labs Inc. - Common Stock,Quantum X Labs Inc. - Common Stock,66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2975,USA,美股,USA:1824893,SRZN,"Surrozen, Inc. - Common Stock","Surrozen, Inc. - Common Stock",66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2976,USA,美股,USA:1427925,TLPH,"Talphera, Inc. - Common Stock","Talphera, Inc. - Common Stock",66.30,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2977,A_SHARE,A股,A_SHARE:重庆涪陵电力实业股份有限公司,600452,涪陵电力,重庆涪陵电力实业股份有限公司,66.29,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2978,HONG_KONG,港股,HONG_KONG:KYG2163R1020,01532,CHINA PARTYTIME,CHINA PARTYTIME,66.29,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2979,A_SHARE,A股,A_SHARE:新华制药,000756,新华制药,新华制药,66.28,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2980,A_SHARE,A股,A_SHARE:北京市春立正达医疗器械股份有限公司,688236,春立医疗,北京市春立正达医疗器械股份有限公司,66.28,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2981,HONG_KONG,港股,HONG_KONG:KYG2121Q1055,06186,CHINA FEIHE,CHINA FEIHE,66.28,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2982,A_SHARE,A股,A_SHARE:尚荣医疗,002551,尚荣医疗,尚荣医疗,66.27,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
2983,A_SHARE,A股,A_SHARE:北京京能电力股份有限公司,600578,京能电力,北京京能电力股份有限公司,66.27,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
